cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Seumalur 1912 list	1226	bà'àl	NA	wachten	to wait	menunggu	-	-	855	FALSE									WAIT (FOR)	1590	https://concepticon.clld.org/parameters/1590
the Seumalur 1912 list	1227	engèl	NA	horen	to hear	mendengar	-	777	856	TRUE	hear								HEAR	1408	https://concepticon.clld.org/parameters/1408
the Seumalur 1912 list	1228	ena	NA	zien	to see	melihat	-	778	857	TRUE									SEE	1409	https://concepticon.clld.org/parameters/1409
the Seumalur 1912 list	1229	oeraauon	NA	ruiken	to smell	mencium	-	779	858	TRUE	smell								SMELL (PERCEIVE)	1586	https://concepticon.clld.org/parameters/1586
the Seumalur 1912 list	1229	panung ku'àn	NA	ruiken	to smell	mencium	-	779	858	TRUE	smell								SMELL (PERCEIVE)	1586	https://concepticon.clld.org/parameters/1586
the Seumalur 1912 list	1233	jagoh	NA	slurpen	to slurp	menghirup	-	780	862	FALSE									CONSUME (DRINK OR EAT)	2787	https://concepticon.clld.org/parameters/2787
the Seumalur 1912 list	1236/1237	niangkeu	NA	kussen, snuiven <unsp.>	to kiss [ID_1236]; to sniff [ID_1237]	mengecup [ID_1236]; mengendus [ID_1237]	-	782	-	FALSE									NA	NA	NA
the Seumalur 1912 list	1238	toeladàn	80	liefhebben (iemd.)	to love	mencintai, mengasihi	158	163	865	FALSE			toeladàn				Lakun (L)		LOVE	923	https://concepticon.clld.org/parameters/923
the Seumalur 1912 list	1238	galah	80	liefhebben (iemd.)	to love	mencintai, mengasihi	158	163	865	FALSE			galah				East <?> Seumalur (OS)		LOVE	923	https://concepticon.clld.org/parameters/923
the Seumalur 1912 list	1239	bentji'àn	81	haten	to hate	benci	159	164	-	FALSE			bentji'àn				Lakun (L)		HATE	1607	https://concepticon.clld.org/parameters/1607
the Seumalur 1912 list	1239	moesoeh	81	haten	to hate	benci	159	164	-	FALSE			moesoeh				East <?> Seumalur (OS)		HATE	1607	https://concepticon.clld.org/parameters/1607
the Seumalur 1912 list	1239	bentjian	81	haten	to hate	benci	159	164	-	FALSE			bentjian				East <?> Seumalur (OS)		HATE	1607	https://concepticon.clld.org/parameters/1607
the Seumalur 1912 list	1240	sédí'i'ê	NA	jaloers	jealous	cemburu, iri hati	160	165	-	FALSE									JEALOUS	2821	https://concepticon.clld.org/parameters/2821
the Seumalur 1912 list	1243	momolong	NA	willen	to want	hendak	772	798	867	FALSE									WANT	1784	https://concepticon.clld.org/parameters/1784
the Seumalur 1912 list	1244	nida	NA	iets willen	to want something	menghendaki sesuatu	772	798	-	FALSE									WANT	1784	https://concepticon.clld.org/parameters/1784
the Seumalur 1912 list	1245	boewai	NA	openen	to open	membuka	760	784	868	FALSE									OPEN	1156	https://concepticon.clld.org/parameters/1156
the Seumalur 1912 list	1246	longkop	82	dicht doen	to close	menutup	761	785	869	FALSE			sêmsimmi				of bottles		SHUT	1046	https://concepticon.clld.org/parameters/1046
the Seumalur 1912 list	1251	ngènna	NA	raken	to hit, to touch	mengenai, menyentuh	763	787	874	TRUE	hit								HIT	1433	https://concepticon.clld.org/parameters/1433
the Seumalur 1912 list	1253-1255	belah	83	breken <unsp.>	to break (a stick) [ID_1253]; to break (a rope) [ID_1254]; to shatter [ID_1255]	mematahkan (tongkat) [ID_1253]; memutuskan (tali) [ID_1254]; memecahkan [ID_1255]	764	788	876	FALSE			maloeloe	to break off					NA	NA	NA
the Seumalur 1912 list	1259	dí itji	84	knijpen, persen	to pinch, to squeeze	menjepit, menekan	-	789	878	TRUE	squeeze		dí itji				to press		SQUEEZE	1414	https://concepticon.clld.org/parameters/1414
the Seumalur 1912 list	1259	dí bìbì	84	knijpen, persen	to pinch, to squeeze	menjepit, menekan	-	789	878	TRUE	squeeze		dí bìbì				to pinch someone's arm		SQUEEZE	1414	https://concepticon.clld.org/parameters/1414
the Seumalur 1912 list	1260/1261	amonèn	NA	beginnen <unsp.>	to begin (tr.) [ID_1260]; to begin (intr.) [ID_1261]	mulai (tr.) [ID_1260]; mulai (intr.) [ID_1261]	765	790	879	FALSE									START	3449	https://concepticon.clld.org/parameters/3449
the Seumalur 1912 list	1262/1263	matòt	NA	eindigen <unsp.>	to finish (tr.) [ID_1262]; to finish (intr.) [ID_1263]	menyudahi (tr.) [ID_1262]; berhenti, selesai (intr.) [ID_1263]	766	791	880	FALSE									CEASE OR FINISH	2115	https://concepticon.clld.org/parameters/2115
the Seumalur 1912 list	1264	la'oet	NA	binden (op allerlei wijzen)	to bind, to tie	mengikat	767	792	881	TRUE	tie								TIE	1917	https://concepticon.clld.org/parameters/1917
the Seumalur 1912 list	1265/1266	měboenèn	NA	verbergen, zich verbergen <unsp.>	to hide (something to hide) [ID_1265]; to hide [ID_1266]	menyembunyikan (sesuatu) [ID_1265]; bersembunyi [ID_1266]	768	793	-	FALSE									HIDE (CONCEAL)	602	https://concepticon.clld.org/parameters/602
the Seumalur 1912 list	1267	toetoe'	85	vragen	to ask	bertanya	148	153	884	FALSE			toetoe'				Lakun (L)		ASK (INQUIRE)	1309	https://concepticon.clld.org/parameters/1309
the Seumalur 1912 list	1267	iemeu̠k	85	vragen	to ask	bertanya	148	153	884	FALSE			iemeu̠k				East <?> Seumalur (OS)		ASK (INQUIRE)	1309	https://concepticon.clld.org/parameters/1309
the Seumalur 1912 list	1268	pêmbali	86	antwoorden	to answer	menjawab	149	154	885	FALSE			pêmbali				Lakun (L)		ANSWER	1275	https://concepticon.clld.org/parameters/1275
the Seumalur 1912 list	1268	itémak	86	antwoorden	to answer	menjawab	149	154	885	FALSE			itémak				East <?> Seumalur (OS)		ANSWER	1275	https://concepticon.clld.org/parameters/1275
the Seumalur 1912 list	1269	toetoe	NA	vragen om iets	to ask for	meminta	769	794	886	FALSE									ASK (REQUEST)	1828	https://concepticon.clld.org/parameters/1828
the Seumalur 1912 list	1270	badai	NA	weigeren	to refuse	menolak	770	795	887	FALSE									REFUSE	49	https://concepticon.clld.org/parameters/49
the Seumalur 1912 list	1271	mànpoengit	NA	bedriegen	to cheat, to deceive	menipu	771	796	888	FALSE									DECEIVE	3230	https://concepticon.clld.org/parameters/3230
the Seumalur 1912 list	1272	djoesta	NA	liegen	to tell lies	berdusta	-	797	889	FALSE									LIE (MISLEAD)	601	https://concepticon.clld.org/parameters/601
the Seumalur 1912 list	1273	toemanageuh	NA	stelen	to steal	mencuri	-	-	890	FALSE									STEAL	713	https://concepticon.clld.org/parameters/713
the Seumalur 1912 list	1274	ankolèn	NA	weggooien	to throw away	membuang	-	-	891	TRUE	throw								THROW AWAY	3696	https://concepticon.clld.org/parameters/3696
the Seumalur 1912 list	1276/1277	malàkoei	NA	verbranden (overg.) branden (onoverg.) <unsp.>	to burn (tr.) [ID_1276]; to burn (intr.) [ID_1277]	membakar (tr.) [ID_1276]; sedang terbakar (intr.) [ID_1277]	759	783	-	FALSE									BURN (SOMETHING)	141	https://concepticon.clld.org/parameters/141
the Seumalur 1912 list	1276/1277	toetong	NA	verbranden (overg.) branden (onoverg.) <unsp.>	to burn (tr.) [ID_1276]; to burn (intr.) [ID_1277]	membakar (tr.) [ID_1276]; sedang terbakar (intr.) [ID_1277]	759	783	-	FALSE									BURN (SOMETHING)	141	https://concepticon.clld.org/parameters/141
the Seumalur 1912 list	1278	nijoōh	NA	graven	to dig	menggali	773	799	895	TRUE	dig								DIG	1418	https://concepticon.clld.org/parameters/1418
the Seumalur 1912 list	1284	nganglento	NA	aankomen	to arrive	tiba	674	688	901	FALSE									ARRIVE	1387	https://concepticon.clld.org/parameters/1387
the Seumalur 1912 list	1286	éngkàn	NA	vertrekken	to depart	berangkat	675	690	903	FALSE									LEAVE	1752	https://concepticon.clld.org/parameters/1752
the Seumalur 1912 list	1287	mènsíboeha	NA	ontmoeten	to meet	berjumpa dengan	-	-	904	FALSE									MEET	1831	https://concepticon.clld.org/parameters/1831
the Seumalur 1912 list	1291	dintoe	87	slaan (op allerlei wijzen, bv. met de vlakke hand, met een stok, met een buigzaam, voorwerp enz.)	to hit (to beat, to slap, etc.)	memukul (menampar meninju dll.)	792	694/786	907	TRUE	hit		teufa	to hit with the hand					STRIKE OR BEAT	2133	https://concepticon.clld.org/parameters/2133
the Seumalur 1912 list	1291	di'ojos	87	slaan (op allerlei wijzen, bv. met de vlakke hand, met een stok, met een buigzaam, voorwerp enz.)	to hit (to beat, to slap, etc.)	memukul (menampar meninju dll.)	792	694/786	907	TRUE	hit		teufa	to hit with the hand					STRIKE OR BEAT	2133	https://concepticon.clld.org/parameters/2133
the Seumalur 1912 list	1292	oevalè	NA	wreken	to take revenge	membalas dendam	681	696	908	FALSE									REVENGE	495	https://concepticon.clld.org/parameters/495
the Seumalur 1912 list	1293	mêsa	88	een	one	satu	870	885	909	TRUE			mêsa	one (person)					ONE	1493	https://concepticon.clld.org/parameters/1493
the Seumalur 1912 list	1293	sara	88	een	one	satu	870	885	909	TRUE			sara	one (animal)					ONE	1493	https://concepticon.clld.org/parameters/1493
the Seumalur 1912 list	1293	saoe	88	een	one	satu	870	885	909	TRUE			saoe	one (object)					ONE	1493	https://concepticon.clld.org/parameters/1493
the Seumalur 1912 list	1294	daarò	89	twee	two	dua	871	886	910	TRUE			daarò	people					TWO	1498	https://concepticon.clld.org/parameters/1498
the Seumalur 1912 list	1294	doewa	89	twee	two	dua	871	886	910	TRUE			doewa	animals					TWO	1498	https://concepticon.clld.org/parameters/1498
the Seumalur 1912 list	1294	doevò	89	twee	two	dua	871	886	910	TRUE			doevò	objects					TWO	1498	https://concepticon.clld.org/parameters/1498
the Seumalur 1912 list	1295	dataloe	90	drie	three	tiga	872	887	911	TRUE			dataloe	people					THREE	492	https://concepticon.clld.org/parameters/492
the Seumalur 1912 list	1295	tèlo	90	drie	three	tiga	872	887	911	TRUE			tèlo	animals			when counting animals one uses the numeral, followed by sìhà, e.g. telo síhà		THREE	492	https://concepticon.clld.org/parameters/492
the Seumalur 1912 list	1295	têloevò	90	drie	three	tiga	872	887	911	TRUE			têloevò	objects					THREE	492	https://concepticon.clld.org/parameters/492
the Seumalur 1912 list	1296	datàh	91	vier	four	empat	873	888	912	TRUE		enpat (typo)	datàh	people					FOUR	1500	https://concepticon.clld.org/parameters/1500
the Seumalur 1912 list	1296	aka	91	vier	four	empat	873	888	912	TRUE		enpat (typo)	aka	animals					FOUR	1500	https://concepticon.clld.org/parameters/1500
the Seumalur 1912 list	1296	atauw	91	vier	four	empat	873	888	912	TRUE		enpat (typo)	atauw	objects					FOUR	1500	https://concepticon.clld.org/parameters/1500
the Seumalur 1912 list	1297	dêlima	92	vijf	five	lima	874	889	913	TRUE			dêlima	people					FIVE	493	https://concepticon.clld.org/parameters/493
the Seumalur 1912 list	1297	lima	92	vijf	five	lima	874	889	913	TRUE			lima	animals					FIVE	493	https://concepticon.clld.org/parameters/493
the Seumalur 1912 list	1297	limahòh	92	vijf	five	lima	874	889	913	TRUE			limahòh	objects					FIVE	493	https://concepticon.clld.org/parameters/493
the Seumalur 1912 list	1298	deinum	93	zes	six	enam	875	890	914	TRUE			deinum	people					SIX	1703	https://concepticon.clld.org/parameters/1703
the Seumalur 1912 list	1298	nèmêm	93	zes	six	enam	875	890	914	TRUE			nèmêm	animals					SIX	1703	https://concepticon.clld.org/parameters/1703
the Seumalur 1912 list	1298	nemahòh	93	zes	six	enam	875	890	914	TRUE			nemahòh	objects					SIX	1703	https://concepticon.clld.org/parameters/1703
the Seumalur 1912 list	1299	deito	94	zeven	seven	tujuh	876	891	915	TRUE			deito	people					SEVEN	1704	https://concepticon.clld.org/parameters/1704
the Seumalur 1912 list	1299	itò	94	zeven	seven	tujuh	876	891	915	TRUE			itò	animals					SEVEN	1704	https://concepticon.clld.org/parameters/1704
the Seumalur 1912 list	1299	itoho	94	zeven	seven	tujuh	876	891	915	TRUE			itoho	objects					SEVEN	1704	https://concepticon.clld.org/parameters/1704
the Seumalur 1912 list	1300	sêlapàn	NA	acht	eight	delapan	877	892	916	TRUE									EIGHT	1705	https://concepticon.clld.org/parameters/1705
the Seumalur 1912 list	1301	sêmbilàn	NA	negen	nine	sembilan	878	893	917	TRUE									NINE	1483	https://concepticon.clld.org/parameters/1483
the Seumalur 1912 list	1302	sêpoeloeh	NA	tien	ten	sepuluh	879	894	918	TRUE									TEN	1515	https://concepticon.clld.org/parameters/1515
the Seumalur 1912 list	1303	sêbalèh	NA	elf	eleven	sebelas	880	895	919	TRUE									ELEVEN	1706	https://concepticon.clld.org/parameters/1706
the Seumalur 1912 list	1304	doevobalèh	NA	twaalf	twelve	dua belas	881	896	920	TRUE									TWELVE	1707	https://concepticon.clld.org/parameters/1707
the Seumalur 1912 list	1305	tìga(doevo)balèh	NA	dertien	thirteen	tiga belas	882	897	921	FALSE									THIRTEEN	1708	https://concepticon.clld.org/parameters/1708
the Seumalur 1912 list	1310	sèlapànbalèh	NA	achttien	eighteen	delapan belas	887	898	-	FALSE									EIGHTEEN	1713	https://concepticon.clld.org/parameters/1713
the Seumalur 1912 list	1311	sèmbilànbalèh	NA	negentien	nineteen	sembilan belas	888	899	922	FALSE									NINETEEN	1714	https://concepticon.clld.org/parameters/1714
the Seumalur 1912 list	1312	doevo poeloeh	NA	twintig	twenty	dua puluh	889	900	923	TRUE									TWENTY	1710	https://concepticon.clld.org/parameters/1710
the Seumalur 1912 list	1313	doevo poeloeh saow	NA	eenentwintig	twenty one	dua puluh satu	890	901	-	FALSE									TWENTY ONE	1734	https://concepticon.clld.org/parameters/1734
the Seumalur 1912 list	1315	doevo poeloeh lima	NA	vijfentwintig	twenty five	dua puluh lima	891	902	-	FALSE									TWENTY FIVE	1738	https://concepticon.clld.org/parameters/1738
the Seumalur 1912 list	1316	teloe-oeloe	NA	dertig	thirty	tiga puluh	892	903	925	FALSE									THIRTY	1715	https://concepticon.clld.org/parameters/1715
the Seumalur 1912 list	1317	empat poeloeh	NA	veertig	fourty	empat puluh	893	904	926	FALSE									FORTY	1716	https://concepticon.clld.org/parameters/1716
the Seumalur 1912 list	1318	lìma poeloeh	NA	vijftig	fifty	lima puluh	894	905	927	FALSE									FIFTY	1717	https://concepticon.clld.org/parameters/1717
the Seumalur 1912 list	1319	anàm poeloeh	NA	zestig	sixty	enam puluh	895	906	928	FALSE									SIXTY	1718	https://concepticon.clld.org/parameters/1718
the Seumalur 1912 list	1323	latoes	NA	honderd	hundred	seratus	896	907	932	TRUE									HUNDRED	1634	https://concepticon.clld.org/parameters/1634
the Seumalur 1912 list	1324	lìvo	NA	duizend	thousand	seribu	897	908	933	TRUE									THOUSAND	1843	https://concepticon.clld.org/parameters/1843
the Seumalur 1912 list	1325	sèlàkso	NA	tienduizend	ten thousand	sepuluh ribu	898	909	934	FALSE									TEN THOUSAND	2078	https://concepticon.clld.org/parameters/2078
the Seumalur 1912 list	1326	těngah	NA	een half	a half	setengah	899	910	935	FALSE									HALF	816	https://concepticon.clld.org/parameters/816
the Seumalur 1912 list	1327	àut	NA	een kwart	a quarter	seperempat	900	911	936	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1328	sa hoelì	NA	eenmaal	once	sekali	901	912	937	FALSE									ONE TIME	374	https://concepticon.clld.org/parameters/374
the Seumalur 1912 list	1329	doehoelí	NA	tweemaal	twice	dua kali	902	913	938	FALSE									TWICE	1546	https://concepticon.clld.org/parameters/1546
the Seumalur 1912 list	1330/1331	amonèn	NA	de eerste <unsp.>	first (in space) [ID_1330]; first (in time) [ID_1331]	pertama [ID_1330]; pertama kali [ID_1331]	903	914	939	FALSE									FIRST	728	https://concepticon.clld.org/parameters/728
the Seumalur 1912 list	1332/1333	nòdoevo	NA	de tweede <unsp.>	second (in space) [ID_1332]; second (in time) [ID_1333]	kedua [ID_1332]; kedua kali [ID_1333]	904	915	940	FALSE									SECOND	1384	https://concepticon.clld.org/parameters/1384
the Seumalur 1912 list	1338	houveel	NA	hoeveel	how much, how many	berapa	825	842	943	FALSE									HOW MANY	822	https://concepticon.clld.org/parameters/822
the Seumalur 1912 list	1339	avêl	95	veel	many, much	banyak	826	843	944	TRUE	many		agolie		(banja') sekali				MANY	1198	https://concepticon.clld.org/parameters/1198
the Seumalur 1912 list	1340	sêtípí	NA	weinig	few, a little	sedikit	827	844	945	TRUE	few								A LITTLE	2924	https://concepticon.clld.org/parameters/2924
the Seumalur 1912 list	1341	mè dèta	NA	op	finished	habis	823	840	946	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1347/1348	maihai	NA	meer, meest <unsp.>	more [ID_1347]; most [ID_1348]	lebih [ID_1347]; paling [ID_1348]	828	845	-	FALSE									NA	NA	NA
the Seumalur 1912 list	1349	bahaì lêvò	NA	minder	less	kurang	829	846	953	FALSE									FEW	1242	https://concepticon.clld.org/parameters/1242
the Seumalur 1912 list	1350	masaré	NA	alle, alles	all	semua	830	847	954	TRUE									ALL	98	https://concepticon.clld.org/parameters/98
the Seumalur 1912 list	1356	sêtípí	NA	enkele	a few, some	beberapa	832	849	-	TRUE	some								FEW	1242	https://concepticon.clld.org/parameters/1242
the Seumalur 1912 list	1357	dé'ó	NA	ik	I	saya	837	853	960	TRUE									I	1209	https://concepticon.clld.org/parameters/1209
the Seumalur 1912 list	1358	dé'ó	NA	ik zelf	I myself	saya sendiri	-	858	961	FALSE									I	1209	https://concepticon.clld.org/parameters/1209
the Seumalur 1912 list	1359	dí'ó	NA	gij (enk.) <jij>	you (sing.)	kamu, engkau	838	854	962	TRUE	thou								THOU	1215	https://concepticon.clld.org/parameters/1215
the Seumalur 1912 list	1362	déró'amin	NA	gijlieden	you	kamu sekalian	844	859	966	FALSE									YOU	1213	https://concepticon.clld.org/parameters/1213
the Seumalur 1912 list	1363	dé'a	NA	hij	he	ia, kata ganti orang ke III tunggal (laki-laki)	839	855	963	TRUE									HE	1211	https://concepticon.clld.org/parameters/1211
the Seumalur 1912 list	1365	déro'ita	NA	wij (met insluiting der toegesproken persoon)	we (inclusive)	kita (kata ganti orang ke II jamak)	840	856	964	TRUE	we (incl.)								WE (INCLUSIVE)	1131	https://concepticon.clld.org/parameters/1131
the Seumalur 1912 list	1365	ita	NA	wij (met insluiting der toegesproken persoon)	we (inclusive)	kita (kata ganti orang ke II jamak)	840	856	964	TRUE	we (incl.)								WE (INCLUSIVE)	1131	https://concepticon.clld.org/parameters/1131
the Seumalur 1912 list	1366	dèō'	NA	wij (met uitsluiting der toegesproken persoon)	we (exclusive)	kami (kata ganti orang ke II jamak)	841	857	965	TRUE	we (excl.)								WE (EXCLUSIVE)	1130	https://concepticon.clld.org/parameters/1130
the Seumalur 1912 list	1364/1367/1368	ngai	NA	zij <unsp.>	she [ID_1364]; they (female) [ID_1367]; they (male) [ID_1368]	ia, kata ganti orang ke III tunggal (perempuan) [ID_1364]; mereka, kata ganti orang ke III jamak (perempuan) [ID_1367]; mereka, kata ganti orang ke III jamak (laki-laki) [ID_1368]	845	860	-	FALSE									THEY	817	https://concepticon.clld.org/parameters/817
